Symbol,Name,price,dividend yield,price/earnings,book value,52 week low,52 week high,market capitalization,ebitda,price/sales,price/book,SEC Filings
VAR,Varian Medical Systems,56.85,N/A,15.86,13.171,48.72,71.95,6.316B,641.8M,2.26,4.28,http://www.sec.gov/cgi-bin/browse-edgar?CIK=VAR&action=getcompany
VTR,Ventas Inc,63.79,3.55,40.36,31.888,46.21,68.15,18.842B,1.356B,8.09,2,http://www.sec.gov/cgi-bin/browse-edgar?CIK=VTR&action=getcompany
VRSN,Verisign Inc.,46.76,N/A,30.46,-0.378,27,46.77,7.313B,447.7M,8.88,N/A,http://www.sec.gov/cgi-bin/browse-edgar?CIK=VRSN&action=getcompany
VZ,Verizon Communications,44.6,4.51,43.94,13.04,34.07,46.41,127.1B,36.850B,1.12,3.4,http://www.sec.gov/cgi-bin/browse-edgar?CIK=VZ&action=getcompany
VIAB,Viacom Inc.,49.44,0.5,14.43,14.464,35.13,50.05,13.057B,4.155B,0.9,3.44,http://www.sec.gov/cgi-bin/browse-edgar?CIK=VIAB&action=getcompany
V,Visa Inc.,129.09,0.63,62.72,39.156,79.25,132.58,86.341B,6.399B,8.53,3.28,http://www.sec.gov/cgi-bin/browse-edgar?CIK=V&action=getcompany
VNO,Vornado Realty Trust,79.89,3.45,42.69,31.374,68.39,88.5,14.833B,1.510B,4.88,2.55,http://www.sec.gov/cgi-bin/browse-edgar?CIK=VNO&action=getcompany
VMC,Vulcan Materials,39.78,0.7,N/A,28.864,25.06,48.09,5.158B,403.1M,1.99,1.38,http://www.sec.gov/cgi-bin/browse-edgar?CIK=VMC&action=getcompany
WMT,Wal-Mart Stores,73.68,2.11,15.91,20.313,49.28,75.24,249.3B,35.300B,0.55,3.64,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WMT&action=getcompany
WAG,Walgreen Co.,36.17,2.49,12.41,17.52,28.53,37.61,31.051B,4.911B,0.43,2.06,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WAG&action=getcompany
DIS,Walt Disney Co.,49.65,1.2,17.9,20.935,28.19,50.65,88.743B,10.243B,2.15,2.39,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DIS&action=getcompany
WPO,Washington Post Co B,348.88,2.79,19.4,342.761,308.5,405,2.657B,525.2M,0.65,1.02,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WPO&action=getcompany
WM,Waste Management Inc.,35.05,3.98,17.68,13.322,28.77,36.35,16.248B,3.307B,1.18,2.62,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WM&action=getcompany
WAT,Waters Corporation,78.65,N/A,16.75,14.404,70.88,94.47,6.896B,589.0M,3.73,5.45,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WAT&action=getcompany
WPI,Watson Pharmaceuticals,79.86,N/A,64.69,27.907,55,81,10.194B,1.336B,1.84,2.84,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WPI&action=getcompany
WLP,WellPoint Inc.,57.91,1.89,7.78,72.714,52.52,74.73,18.832B,5.072B,0.3,0.78,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WLP&action=getcompany
WFC,Wells Fargo,33.83,2.01,11.19,26.08,22.61,34.8,178.5B,0,2.36,1.3,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WFC&action=getcompany
WDC,Western Digital,43.99,N/A,6.54,30.193,22.64,44.44,11.173B,2.890B,0.88,1.43,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WDC&action=getcompany
WU,Western Union Co,17.65,2.04,9.05,1.742,14.55,19.82,10.669B,1.659B,1.88,10.12,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WU&action=getcompany
WY,Weyerhaeuser Corp.,23.54,2.56,36.36,7.781,14.82,23.99,12.664B,900.0M,1.95,3.01,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WY&action=getcompany
WHR,Whirlpool Corp.,71.84,2.81,9.52,54.714,45.22,79.39,5.571B,1.454B,0.3,1.3,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WHR&action=getcompany
WFM,Whole Foods Market,93.96,0.55,40.37,19.73,56.37,97.25,17.341B,999.2M,1.57,4.8,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WFM&action=getcompany
WMB,Williams Cos.,31.85,22.58,51.07,3.261,21.9,34.63,19.956B,2.884B,2.73,9.69,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WMB&action=getcompany
WIN,Windstream Corporation,9.41,10.75,24.35,2.424,9,13.08,5.536B,1.969B,1.14,3.84,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WIN&action=getcompany
WEC,Wisconsin Energy Corporation,39.26,2.2,17,17.713,29.59,41.48,9.045B,1.287B,2.09,2.21,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WEC&action=getcompany
WPX,"WPX Energy, Inc.",15.43,N/A,N/A,27.854,13.22,23.42,3.071B,1.159B,0.88,0.56,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WPX&action=getcompany
WYN,Wyndham Worldwide,51.3,1.48,20.11,14.063,26.18,53.56,7.285B,1.014B,1.66,3.65,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WYN&action=getcompany
WYNN,Wynn Resorts Ltd,101.83,1.97,19.89,2.206,90.11,161.33,10.161B,1.452B,1.94,46.02,http://www.sec.gov/cgi-bin/browse-edgar?CIK=WYNN&action=getcompany
XEL,Xcel Energy Inc,28.86,3.65,16.63,17.435,22.76,29.92,14.050B,2.803B,1.36,1.65,http://www.sec.gov/cgi-bin/browse-edgar?CIK=XEL&action=getcompany
XRX,Xerox Corp.,7.18,2.4,7.92,9.188,6.36,8.84,9.386B,3.135B,0.41,0.78,http://www.sec.gov/cgi-bin/browse-edgar?CIK=XRX&action=getcompany
XLNX,Xilinx Inc,33.71,2.43,18.14,10.28,26.55,37.74,8.868B,695.9M,4.02,3.28,http://www.sec.gov/cgi-bin/browse-edgar?CIK=XLNX&action=getcompany
XL,XL Capital,22.98,1.9,N/A,31.155,17.69,23.37,7.163B,679.0M,1.05,0.74,http://www.sec.gov/cgi-bin/browse-edgar?CIK=XL&action=getcompany
XYL,Xylem Inc.,24.46,1.24,16.3,10.496,22.43,28.87,4.540B,625.0M,1.18,2.33,http://www.sec.gov/cgi-bin/browse-edgar?CIK=XYL&action=getcompany
YHOO,Yahoo Inc.,15.15,N/A,18.01,10.209,12.45,16.79,18.509B,1.306B,3.93,1.57,http://www.sec.gov/cgi-bin/browse-edgar?CIK=YHOO&action=getcompany
YUM,Yum! Brands Inc,66.83,1.71,20.86,4.662,47.15,74.44,30.464B,2.764B,2.28,14.29,http://www.sec.gov/cgi-bin/browse-edgar?CIK=YUM&action=getcompany
ZMH,Zimmer Holdings,61.37,0.59,14.28,32.604,47,66.41,10.752B,1.553B,2.39,1.87,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ZMH&action=getcompany
ZION,Zions Bancorp,18.87,0.21,18.45,25.481,13.18,22.81,3.474B,0,1.58,0.75,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ZION&action=getcompany
